partners,matched_owners,owners_confidence,cik_no_partners,form_d_partners_id,crd_no_owners,form_adv_owners_id
Carr Bettis,Carter Benjamin Garrett,0.9418911573113302,1362190,406,322998,61976
Elizabeth Hougen,Li Elizabeth H,0.7154056311937815,1662524,382,137273,43337
Joel Evans,Savage Noelle Evans,0.8184934809322144,102198,739,306320,51210
Peter Robertson,Bond Peter Robert,0.7197380373806387,52988,777,282296,32360
Christopher Harris,Harris Christopher D,0.39442071929243877,949428,384,127737,31309
Karl Kottmeier,Hartmann Karl J,0.9774730766173326,1469346,814,126508,9535
Patrick Van Den Bossche,Bolan Brian Patrick,0.9520016607928118,1453420,424,151343,29974
Joseph Bruno,Brunner Brian Joseph,0.7435547540342923,1315255,255,119656,1259
Mark Maruszewski,Maruszewski Mark,0.29504819124239756,1502287,1103,143635,13311
Craig Alford,Ford Craig Gifford,0.864176646810036,1390778,644,105846,8428
Brian Nygaard,Nygaard Chris Richard,0.7181098064222067,1568832,592,145243,12761
Diane Landers,Landers Diane Robin,0.7067102193085391,1465214,659,106435,7188
Michael Wilens,Riley Michael William,0.7673652346427554,315066,125,285555,43803
Neil Oristano,Lotan Or,0.9571835434830883,1128725,469,143800,35032
Ivana Faltysova,Faltysova Ivana,0.30162185420075016,1571340,1250,175455,8644
Brian Mitts,Mitts Brian Dale,0.6683518301737701,1592745,293,317203,58155
Robert Benton,Wall Robert Benton,0.5661965391907486,1185182,1221,114298,25438
William Adams Iii,Adams William B,0.6968436950679615,1657788,301,323647,62105
Brian Mccann,Mccann Brian Patrick,0.6739974730715165,917523,1135,152251,38737
Robert Pearse,Peart Joseph Robert,0.766317565210031,890821,165,309922,54484
Rodney Rootsaert,Rootsaert Dorine,0.8523861902782761,93314,692,162780,13817
James Rohr,Files James Robert,0.9123689452905789,33213,829,312694,55970
Bill Portelli,Allen William Porter,0.87043938195995,1556066,1188,305129,50559
David Greenwald,Greenwald Craig,0.8195009381293402,1405858,766,108695,14510
Mike Lavigne,Lavigne Robert,0.841557856721136,1421601,770,42803,12132
Randolph Hubbell,Randolph Robert Mueller,0.9423713146881126,1517941,1141,116857,42076
Jack Callicutt,Malick Jack L,0.9114122604205386,1133416,327,147353,481
Chad Altieri,Santana Altieris,0.9504668631216718,1286181,400,282702,36359
David Bell,Tom David Bell,0.6556271083030988,866970,703,160941,3512
Herbert Selzer,Selzer Robert,0.7213073462176448,1534154,364,144944,40706
Robert Fowler,Fowler Robert George,0.7028070272989319,20199,438,305347,50993
Robert Kaplan,Kaplan Robert,0.466840855184226,1493761,691,283547,2913
Mike Tomas,Mike Thomas,0.6258859435345803,1388319,641,305723,50965
Peter Brennan,Franz Peter Brett,0.8816986493307785,102198,739,301128,49732
Stephanie Brown,Brown Stephanie Jean,0.5578331852967344,1397911,788,315088,57969
Arnon Dreyfuss,Jones David Dreyfuss,0.713989623146664,1446159,494,118154,4156
Ronald Degraaf,Degregorio Ronald Peter,0.9331461713946623,1341762,1281,114039,32087
Ekambar Kandimalla,Eka,0.9000961656750693,1698530,150,150740,13548
John Hallam,Hall John E,0.7405488119596763,1303308,1261,162288,6441
David Hall,Hall David,0.6088896572180739,1205059,779,160573,10104
Thomas Weisel,Weisel Thomas Wilson,0.6326175034137732,720672,121,108696,11142
Michael Pfau,Donnelly Michael Pfohl,0.8972704023570727,1445789,807,119167,8228
Carlos Babini,Pargas Carlos Bartolome,0.9384186244062944,1141772,1218,168963,34969
Ivory Sully,Day Ivory,0.8509803692170342,1308569,479,155611,23753
Richard Ramos,Rake Richard R,0.7930720574897248,1466026,810,293380,47587
Raymond Bailey,Raymond Brian,0.7623710818317355,1561180,1201,111116,6716
John Maatta,Maratta John,0.8044347103123706,1162896,748,174940,6177
I Goldstein,Goldstein Jon,0.7538195752314513,315038,133,162037,12495
Gary Smith,Smith Gary Alan,0.6623360444562564,748268,155,168772,29227
Craig Martin,Martin Craig Lee,0.5967072055648134,52988,777,131318,39099
Katherine Mclain,Mcloughlin Katherine M,0.7856295700113274,1161582,152,111998,7513
Markus Seiger,Leininger Markus,0.8459850649446528,922247,514,297373,47196
N A Hartford Funds Management Company,Hartford Funds Management Company,0.4661389376258137,1531230,740,130373,13528
Thomas Malley,Mallon Thomas,0.7521298873561084,1401667,765,313810,56009
Errol De Montille,,0.9999999999999999,1392902,210,316652,57985
Abe Askenazi,Hazina,0.9655538851200798,1414496,802,317404,58406
James Whalen,Wheeler James R,0.8244076786292499,33213,829,313108,55769
Soren Mogelsvang,,1.0,1452804,193,316652,57985
Nicholas Florio,Malon Nicholas J,0.8710240952962855,1499717,501,159667,8372
Abraham Biderman,Ades Abraham M,0.8369865516372023,825322,699,284950,43669
Michael Pruitt,Pruitt Michael Brandon,0.6814345669523066,1106838,182,165516,17529
Lee Lazarus,Lazarus Jennifer Lee Hauman,0.8272663449024312,1020475,217,162186,6666
Peter Currie,Currier James,0.8173879297018783,1442505,792,301829,49370
Brian Barnett Md,Barnett Diane Marie,0.925919963051951,1362703,445,11643,4537
Paul Conroy,Danroy,0.8825588194666389,1586962,1112,153771,4098
Gary Freeman,Freemason,0.8963184180936401,1377053,764,321748,60170
Brett Bush,Bush Brett Matthew,0.6275330435386127,1272848,1245,138715,11811
Bernard Cherry,Sherrard Cheryl J,0.8414032541842972,949428,384,166812,46032
Thomas Hoy,Homer Thomas J,0.7754026009400906,946486,651,136120,32023
Darwin Fogt,Ling Darwin,0.9749340509619896,1550020,366,314465,59840
N A Lyrical Multi Manager Gp Lp,Lyrical Asset Management Gp,0.9841715333225156,1384978,1315,148267,11298
Martin Zuurbier,Michan Zuri,0.992242555956668,1084384,322,306928,51533
David Greenhouse,Greenhouse David Michael,0.5991766630517682,1037284,832,110346,301
Bassam Salem,Salem Bassam S,0.3538823828541619,1087934,615,291514,45204
N A Truvvo Holdings Gp,,0.9999999999999998,1404405,1202,316652,57985
Brett Gookin,Brookes Garrett H,0.8838418444806103,1172799,134,312796,56274
Jonathan Wimbish,Wimbish Jonathan Scott,0.6547533614053739,845819,511,108012,19928
Nancy Spady,Spady Nancy Grossman,0.6919831634611712,1365067,1302,123558,5602
Edward Swanson,Swanson Mark Edward,0.5657399864051261,1076682,238,105734,7956
Ronald Fisher,Fisher Donald E,0.7000235121767724,1533523,1155,117104,42442
Ronald Phillips,Hill Donald Phillips,0.5859782414329517,1102392,324,106394,2473
Rocky Derrick,Derrick Rocky Rod,0.5768651020278026,1538536,1157,158016,15509
N A Marathon Special Opportunity Fund Gp,Whi Special Opportunities Fund,0.749477505460073,1169401,1219,226650,9704
Chad Ruwe,,1.0,1446159,1301,316652,57985
Roger Ferguson Jr,Ferguson Roger Walton,0.7380764087405154,315038,135,315048,61958
William Andreoli,Cole William Andrew,0.6754003559195699,1569329,505,306918,53927
Stieven Capital Advisors Lp,Stieven Capital Advisors Gp,0.47369173436851186,1375510,1307,136106,182
Puneet Agarwal,Agarwal Suneet Krishna,0.7997696755235697,1604508,733,161491,14563
Edward Greene,Green Edward,0.5582020306844228,1553872,1186,307333,52169
Andrew Foote,Goodwin Andrew Ford,0.8129602020395345,1020475,217,170531,6396
Mark Thresher,Walsh Mary Therese,0.9566509477494788,1135856,738,128929,9063
Ryan Ashton,Ashton Kay,0.8561837568395189,1512138,362,162000,5047
Rose Shabet,Shabet Rose Sharon,0.5200602797534533,1413378,1337,132272,3612
Phillip Ahn,Ahn Phillip J,0.37527701732160235,1464790,98,160510,119
Mark Shapiro,Shapiro Mark Alan,0.6027607609796521,1547971,1167,144218,30558
Gregory Lipsker,Gipson Gregory Alan,0.8398673081221262,1455926,271,321602,62176
Jeffrey Gault,Breault Jeffrey Allen,0.7249251176844738,1467760,812,155330,1414
Doyle Johnson,Doyle John William,0.7743631008243359,1499501,775,165283,42997
Brian Roberts,Watson Robert Brian,0.6254655779798427,1509261,277,298438,47665
Nathan Lacaze,Lacaze Nathan Robert,0.6222597559707161,1517333,1138,107472,218
John Bluher,Bleuher Christopher John,0.9313911977759683,1415684,647,165076,13909
Michal Handerhan,Vanderhider James Michael,0.914445320124433,1436229,354,297181,46799
Brendan Bradley,Bradley Brendan O'Brien,0.6521791963063763,1442329,805,106609,8425
William Hernandez,Hernandez Marisa Liliam,0.8351472598504232,31235,439,146511,2950
Ronald Losby,Jensby Ronald Dean,0.8223197825578252,911583,817,113883,26500
Elizabeth Gile,Anth Elizabeth,0.6946961977025953,1547971,1167,281785,12076
James Shad,Bradshaw James Shel,0.829245258785329,890821,166,318558,59144
Daniel Wachtler,Stachel Daniel Weller,0.9214938536217506,1272550,333,163048,43304
David Buonanno,Buonanno Bernard Vincent,0.8889355017445842,1009891,216,159822,9448
Paul Hoenmans,,1.0,3570,541,316652,57985
Stephen Squires,Squires Stephanie Celina,0.7081013090009363,1403570,623,304446,50089
Laren Gillespie,Gillespie John C,0.7431495803016926,1430741,1357,113189,7287
John Stanton,Burns John Stanton,0.7096931456218237,1442505,792,297531,47136
Gary Furukawa,Furukawa Masaru,0.7090033296402963,1470876,113,282308,13670
Harry Demott,Corry Dermot,0.8279311963743842,1425287,252,112245,6173
David Lucatch,Hatch Charles Lucas,0.8795492503278294,1511735,663,140800,756
Russell Cofano,Russell Mary,0.9244700810866603,1495932,274,29302,30421
Matthew Feinstein,Weinstein Matthew Brandt,0.7506612724461352,1547996,502,300721,54621
Ronald Zamber,Roberts Zachary James,0.9985451530154011,700764,457,304931,50433
Richard Schlueter,Schlueter Mark,0.7346310571451244,32604,687,312019,54692
Curt Sacks,Sackscom,0.9527016652829036,1414496,802,292571,46892
Paul Beckman,Beckman Joel Seth,0.8699339771208562,711034,440,157475,7235
Jason Harman,Hanson Jason M,0.8419676582703916,1352010,711,122686,33558
Trip Critz,Tripp Jerit Paul,0.9552491543056363,1591615,233,283112,1895
Steven Kaminsky,Welinsky Steven I,0.7748633739264007,1355754,1292,129554,32970
Stanley Crooke,Crooks Edward Stanley,0.7969247264790069,1662524,382,105893,16582
James Dondero,Dondero James David,0.6358852837001374,1592745,293,317477,58403
Harry Kletter,Harmon Kerry Annette,0.9108004904265418,4187,688,157620,569
James Carter,William James Carter,0.6919334086155549,1429896,421,285182,32566
Randy Foutch,Hatcher Randy Guy,0.9970628884754403,46765,681,143248,20462
Tony Hsu,Hsu Tony,0.569392243998759,1428064,803,156500,12845
Andrew Immerman,Immerman Andrew Jay,0.4941640693549887,1543680,1160,160535,11190
Jeremy Mario,Josse Jeremy Marc,0.8178600058854569,1336185,1273,153055,11408
Motonori Okai,,1.0,1550053,503,316652,57985
Anthony Piccin,Picinich Anthony,0.7015210551883388,1377149,395,166417,35759
Frank Ventura, Ventures,0.7995874156818878,1434667,530,321050,60230
Gregory Payne,Gregory Mary,0.7801276039136149,1355848,259,152776,6825
Gerald Mclaughlin,Mclaughlin Roger,0.7405991025538685,1516551,278,122556,31991
Cory Hall,Hallowell Harry Hansen,0.853930053618399,1475899,585,283232,2940
Dana Reed,Reed Alana Jean,0.8650461295570674,802257,678,310081,55039
James Hughes,Hughes James,0.33558899192679426,885475,513,287590,16842
Mark Giles,Gillam Mark Gerald,0.8561904914607958,1053691,311,108632,784
James Conn Sr,King James Ronald Sr,0.8918607616879874,1560056,1197,30833,13249
Yusuf Nahmiyas,,0.9999999999999999,1131633,1215,316652,57985
Peter Grebow,Carey Peter Grant,0.9549516084446779,1421204,577,159518,10946
James Johnson Jr,Johnson James A,0.5554467426459179,315066,120,161227,366
Rom Eliaz,Khrom Eric Eleazar,0.9673089912276862,1473579,427,170711,13550
Richard Godwin,Godwin Richard,0.43728741102676916,1574186,506,321909,61292
Kyle Kazan,Croyle Kyle,0.8902690139414988,1428064,803,306162,51143
James Chambers,Chambers James,0.2994224096050187,315038,135,281794,13945
Jon Boswell,Boswell Bennie,0.6918516451900532,1135657,195,125271,55517
Tony Isaac,Nanni Anthony Isaac,0.7624287477476194,1045742,743,132073,7275
Jerome Zeldis,Zelman Zev,0.9249608149786106,1054274,610,314586,58436
Rhodric Hackman,,1.0000000000000002,1315255,255,316652,57985
Miguel Yanez,Rodriguez Yarenis Rosa,0.8914307921649463,1455926,271,311102,54315
Adrian Chapman,Chapman Julia,0.7991863817617841,104819,811,164034,130
Michael Rice,Rice Richard Michael,0.5179786927793476,1566035,1208,123361,39404
Coleman Wortham Iii,Wortham Coleman Iii,0.2863417182900415,1526730,1152,1588,3191
Cuong Do,Luong Phuong,0.8469345323243567,1580149,288,288938,44895
Donal Ford,Forday Eric Donald,0.9197938607814988,1177135,628,318923,59960
Adam Stettner,Stettner Adam Charles,0.659019054209845,1037284,832,110346,301
Phillips Peter,Phillips Peter,1.4901161193847656e-08,1598981,508,110407,1543
Matthew Bell,Matthew Brent,0.739433491310845,1544035,1161,285907,44620
Scott Abraham,Abramson Scott David,0.8122082791659522,1605024,596,310659,53983
Colin Leduc,Leduc Nicole,0.878416302621441,1339131,1276,140086,3940
Joseph Isaacs,Mccann Joseph Isaac,0.7279408503889816,1652958,804,319583,60415
Harvey Kesner,Chesney Kelly Anne,0.8856225004389973,12239,629,146761,12639
David Alexander,Allen David Alexander,0.42348332849193643,1334595,1272,161158,5406
Sean Bradley,Seaman Bradley Scott,0.6680241706753112,1362190,406,160077,7097
Stephen Hartzell,Hartzell,0.7084495448967736,1156041,245,148194,2153
Parthasarathy Krishnan,Parthasarathy Murali,0.8223905233601263,1040792,224,291642,29614
Joshua Kornberg,Weinberg Joshua,0.8043133418004996,1446159,656,111242,10139
Paul Saxton,Saxton Paul Brian,0.5574262586877309,1162324,625,312119,54981
Edward Smith,Stiker Edward Smith,0.6471346205276999,1052257,226,299369,48741
Jerome Posey,Mchale Jerome Joseph,0.9587034913280279,1337213,787,124395,14947
Dan Troendly,Kindly,0.9987966619416216,1408351,529,322663,60940
Clark Winslow,Winslow Clark Joseph,0.6699032161936135,900973,103,106940,3500
Terry Lazar,Lazar Michael Barry,0.899700306324614,764839,793,161755,16376
Liat Franco,Litt Mary Frances,0.9000009349980703,1471781,532,165341,6958
Doug Brackin,Mackinnon J Douglas,0.9594683438312023,1409014,414,16678,5453
Paul Billings,Pang Bill,0.8204982077657178,1445789,807,312193,54971
Stephen Friedman,Friedman Stephen Nmn,0.6263132893343656,886982,100,310377,53934
David Phillips,Phillips John David,0.6057367600407737,890447,603,155678,12617
David Maus,Krauss David I,0.8337329032923388,1611277,599,816,4144
Joshua Bolten,Stewart Joshua B,0.8649537133167672,32604,687,290334,29497
Charles Miller,Miller Charles,0.4688249243102918,1128725,469,162475,7808
Gerald Tywoniuk,,1.0,1513965,306,316652,57985
Cohava Gelber,Davalle Albert,0.9971623054592048,1452804,193,162573,13508
David Siegel,Siegel David Mark,0.5996288146547024,1404943,575,152254,7551
Richard Weinberg,Weinberg Richard M,0.4610296800234471,866970,703,144387,14584
N A Rockrose Capital Management,N Capital Management Gp,0.7731581643487562,1401738,1326,213516,233
Robert Watson,Watson Robert,0.4980579943796708,8504,702,309927,54347
Dalton Investments,Moulton Investments,0.5327005398956337,1428064,803,110828,5761
Vladimir Podlipskiy,Postolovsky Vladimir Vladimirovich,0.9355313283250166,1561180,1201,226738,10689
Robert Dwyer,Dwyer Robert James,0.5256711219113799,15615,815,292328,29562
Gregory Bond,Bond Gregory Carl,0.629709076891654,1398505,1323,131684,11735
Denver Lough,Bough Derek L,0.9872108111733054,1076682,238,164112,38028
Morris Weiss,Weiss Warren M,0.7814675662504923,8328,794,290174,28932
John Willis,Honis John William,0.6512642237154884,1580677,94,172839,13046
Jerry Barney,Mcinerney Barry Sean,0.7653251741449822,1431959,578,110338,11231
Dwaine Reese,Jones Michael Dwain,0.9175530938647241,1128353,622,128583,18819
George Miles Jr,Mara George Michael Jr,0.7564954783192186,33213,829,100,8765
Debra Crow,Brown Debra Ann,0.806027777109282,1554899,1187,315326,57875
Robert Apple,Apple Robert Benjamin,0.7210163458588613,15615,815,321971,60132
Gerald Mcilhargey,,0.9999999999999999,1177135,628,316652,57985
Trg Management Lp,Trg Management Lp,0.0,1557667,1190,160945,8501
Crescendo Advisors Ii,Sc Advisors Ii,0.8015272362102224,1405546,1328,155109,6109
Paul Bauersfeld,Mansfeldt Claus,0.9889762270313787,1084267,317,170204,8767
Jason Thomspon,Thomson Tana,0.8632489166507347,1377149,570,114913,2255
Jim Murphy,Murphy Mary,0.783712521335307,1554899,1187,319024,59411
Eugene Flood,Root Eugene S,0.8819508873188477,315038,131,122624,38606
John Gildea,Jones John Gill,0.7997887886364354,1286181,400,135145,6475
Sherel Horsley,Horsley John Shelton,0.8238435070434722,921313,708,105726,9702
Sherri Hlavacek,Hlavacek Alexander Michael,0.8910511516767217,1521019,69,157789,6381
Jimmac Lofton,,1.0,1071760,612,316652,57985
Amos Meron,Meron Amos,0.4512440386835408,1300825,1255,138978,10854
Kirk Calhoun,Black Camille Calhoun,0.8765642852723584,1512138,362,121289,29359
David Doderer,Dodd David Robert,0.7882621968689036,1403570,623,323952,61760
Kevin Richardson,Richardson Kevin John,0.5746333545555097,1094058,744,285006,15605
Ernst Csiszar,Csaszar Norbert F,0.9453552547636886,15615,815,125118,10755
Mitch Wynne,Meredith W Wynne,0.8894545853048997,1657788,301,129412,22674
Kevin Thompson,Thompson Kevin,0.35483612337770093,1355754,1292,106075,11086
Niquana Noel,,0.9999999999999999,842013,510,316652,57985
Stephen Neff,Neff Stephen Charles,0.7506534867289724,315066,125,115324,5421
Dan Jeffrey,Lin Jeffrey,0.5467013759408554,1052257,226,305407,50814
Rod Jardine,Gardiner James,0.9334129459977374,1487906,273,150016,3181
Wesley Clark,Clark Brian Lesley,0.8325832200556529,1272550,631,122692,3380
Womens Business Center,Business Integra,0.9938303552993393,1383457,800,289492,29294
Stephen Burns,Burns Stephen Martin,0.6323565547212904,1425287,650,161395,4038
David Voyticky,Vo David,0.9732923197095636,1425205,649,164293,7568
Lloyd Spencer,Spicer Lloyd Jerome,0.7739565343582768,1156784,185,125038,16339
Charles Trego,Barnes Gregory Charles,0.8277150680405854,1028153,310,170730,14147
Scott Melbye,Selby Scott Edward,0.872959847746301,1334933,341,299873,48758
Patrick Odonnell,Odell Patrick,0.7541952809957365,1455206,531,299465,48146
Donald Harris,Harrison Donald Lee,0.6806124940386489,1356093,203,145724,34723
N A Nuveen Wcm Holdings,Nuveen Wcm Holdings,0.5061497241579485,900973,447,106940,3500
Jay Scollins,Collins Scott,0.7935333567087598,357108,547,304577,53922
Robert Stauder,Staudacher Robert Neal,0.8127211336494713,46765,681,170170,43240
Frank Jaumot,Frank Brian J,0.9649658392557608,15615,815,312560,55140
Marcus Laun,Laney Marcus J,0.7511807591851575,1380528,1133,154238,14850
Marc Hamburg,Tang Hamburg,0.7736132757918148,79958,683,151207,9469
Gary Cox,Cox Collins Rosemary,0.948830165443304,880242,705,166343,35182
Christopher Diamontis,Gistis Christopher G,0.77185655965166,1374536,205,291898,29358
