fund,matched_fund,fund_confidence,cik_no_fund,form_d_fund_id,crd_no_fund,form_adv_fund_id
Ricovr Healthcare,Care In Healthcare,0.8546678875309456,1800521,75057,174730,
Ed Fund I A Series Of Reinforced Ventures,Fund I A Series Of  Ventures,0.8243196671801782,1819520,87128,315660,
Kelly Roofing Holdings, Holdings,0.8836756452615702,1827201,91886,137388,2725.0
Catalina Trh Fund,Catalina Trh Fund,0.0,1769754,46425,104559,69.0
Schroder Diversified Growth Portfolio,Schroder Diversified Growth Portfolio,0.0,1613349,35843,105820,13343.0
Ghealth,,1.0,1924493,155178,167212,3656.0
Ortus Enterprises,Moser Enterprises,0.7724377244606846,1787660,58529,108275,
Three Court Fund,Three Court Master,0.5606635285367393,1555002,60812,170477,143138.0
 Brook Road Funding,Brook Venture Fund Ii,0.9390151074960864,1835023,96915,162061,
Cinven Strategic Financials Investment Fund Limited Partnership,Cinven Strategic Financials Investment Fund Limited Partnership,0.0,1823060,91729,313642,
Pv Solms Landing,,1.0,1838110,98462,167212,3656.0
Mvp Es Fund Lxxxviii,Mvp Es Fund Lxxxviii,0.0,1851681,106993,163660,
Ncs Group Trust International Fund,Ncs Group Trust International Fund,0.0,1462403,31985,112161,10685.0
Milestone Real Estate Investors V,Milestone Real Estate Investors V,1.4901161193847656e-08,1821081,88570,161957,
Cwm Private Equity Growth Fund,Cwm Private Equity Growth Fund,0.0,1815504,86585,310873,144201.0
Karep Vi Reit,Ars Vii Prep Reit,0.7586905284093138,1842987,102539,149822,7813.0
Diaspora Ventures C,Diaspora Ventures A,0.2595231922754268,1948544,172486,310368,
Longrun,Longrange Capital Fund I,0.8960216848308022,1777109,50405,309379,
Benson Capital Fund I,Benson Capital Fund I,0.0,1825606,91953,311288,
Jennison Global Opportunity Fund Of The Prudential Trust Institutional Business Trust,Jennison Global Opportunity Fund Of The Prudential Trust Company Institutional Business Trust,0.27852085611165606,1681339,53873,107959,697.0
Graybul Flat Rock,Flat Rock Credit Partners,0.9910859744090362,1934092,164843,288551,
He Fund I A Series Of Expedited Capital,He Fund I A Series Of Sapien Capital,0.8074620759927302,1859903,110440,297291,
Spi Mlp Energy Fund,Spi Mlp & Energy Fund,0.47672883935813054,1620830,60641,105373,142990.0
Celestial Therapeutics,Gmag Therapeutics Fund,0.8169785075082585,1804448,80480,313456,
Luxe At Indian Village,,0.9999999999999999,1891023,132402,167212,3656.0
Makena Capital Holdings A,Makena Capital Holdings A,0.0,1509658,73840,156855,3459.0
Mission Value Japan Fund,Mission Value Japan Fund,0.0,1493786,62432,153704,
American Wholesale Insurance Holding Company,Colony American Finance Holdings,0.8569182764099147,1177703,28960,175506,
Cardio Flow,Fl,0.9854437788407292,1575455,34641,294197,11352.0
Landings Investors,Springs Investors I,0.8111172907585124,1839747,99768,281876,
Proteus Private Equity Fund I,Proteus Private Equity Fund I,0.0,1825692,92332,164085,
Redstar Gold, Gol,0.8512367306712534,1177975,90007,160068,
Avg September  Total Access Fund A,Avg September  Total Access Fund A,0.0,1822216,92029,170562,
Nexpoint Flamingo Dst,Flexpoint Fund,0.8432095903506682,1804003,76501,157864,
Golden Leaf Holdings,Leaf Holdings,0.5475961529139926,1709200,39878,285895,
Colchis Real Properties Income Fund Ii,Colchis Real Properties Income Fund Ii,0.0,1795034,67079,163503,18495.0
Seattle Hotel Group,Hotel Group Investor Three,0.9862512144164721,1311718,96533,105168,771.0
C Fund,C Ventures Fund,0.7939480387712338,1812574,83669,290291,
Mcnally Capital Fund Ii A,Mcnally Capital Fund Ii A,0.0,1830936,94734,158707,
Sm Fund I A Series Of Cap Table Coalition Al,Fund I A Series Of Coalition Operators,0.861685096884209,1890419,130161,319229,
Resq Pharma,Ot Pharma Fund I,0.9760172055973799,1668333,89908,284192,
Sixth Street Growth Ii Vsc,Sixth Street Growth Partners Ii A,0.5746228265131649,1897239,158992,159014,
Value Valley Space Ventures,Tri Valley Ventures I,0.7701351391385501,1826145,91192,319541,
Buy Back Baton Rouge Fund , Bar,0.9562557186392362,1814035,87721,160068,
Emex Midco Holdings,Midcap Finco Holdings Limited,0.8497769316824941,1780383,52139,143161,8280.0
Brigade Structured Credit Offshore Fund,Brigade Structured Credit Offshore Fund,0.0,1622405,68779,144078,3183.0
Discern,Discerene Fund,0.7027344305330661,1829020,92976,154396,19329.0
Bookshop,,1.0,1819106,87352,167212,3656.0
Sa Fund I A Series Of Dv Collective,Pa Fund I A Series Of Dv Collective,0.3018180453662234,1847269,104919,297291,
Vital Start Health,Healthy Sta,0.8670692706091638,1879531,124119,174730,
Funicular Fund Bvi,The Funicular Fund,0.8250470470090019,1752622,69889,169234,67461.0
Courtagen Life Sciences,Charter Life Sciences,0.7725589014118985,1498636,113634,163341,
Cosmo Hr I A Series Of Vauban Platform, Capital Amfg  Spv A Series Of Vauban Platform,0.923353179198959,1950079,171449,319358,
Bigcommerce Holdings,Sgci Holdings,0.9219271962446155,1626450,98623,151831,4184.0
Southern Tier Region Rural Broadband Company,,1.0,1587999,94454,167212,3656.0
Fgi Metrolina Property Income Fund,Fgi Metrolina Property Income Fund,2.1073424255447017e-08,1703006,63925,164299,35098.0
Music Tech Works,,1.0,1832012,94936,167212,3656.0
Logos Venture Fund A,Logos Opportunities Fund I,0.8390618579688102,1831732,94552,305162,75757.0
Plato Fund,The Plato Fund,0.6620053359365153,1460961,60628,140508,31197.0
Granite Point Capital Offshore Opportunities Fund,Granite Point Capital Select Opportunities Fund,0.6239941409089047,1745595,42872,138225,4898.0
Astadia,Stadia Fund,0.8442907014663675,1748261,107572,117958,75343.0
Serengeti Caracal Multi Series Series Al,Serengeti Caracal Multi Series Series Al,1.4901161193847656e-08,1826064,91399,306961,
Glasnostic,,1.0,1738965,93534,167212,3656.0
Chanute Prospect Partners,Prospect Partners,0.6830423031124779,1858437,109691,157526,
Sambazon,Samba Parallel,0.9910760660015047,1375175,97260,162865,
Sturdyai,Ledyard Future Of Financials Fund,0.9965964127336396,1824974,90567,314601,
Moxi Platform,Ti Platform Fund I,0.87382383399775,1757395,43626,287674,
Touchdown Mortgage Fund,Touchdowns Holding,0.8320189312706281,1460029,31857,107105,246.0
Eaton Hemp,,1.0,1840243,100453,167212,3656.0
P Nexxt Offshore Master Fund,P Nexxt Offshore Master Fund,0.0,1825462,93264,311741,
At One Ventures,At One Ventures,0.0,1798285,69974,307972,
Ccp Vc Fund I,Ccp Vc Fund I,1.8250120749944284e-08,1863944,124809,301211,
Signaturit Invest Scsp,Signaturit Invest Scsp,0.0,1871716,119162,295103,146307.0
Okc ,Tapr Okc,0.6961812292412565,1881649,124629,284410,
Canela Capital,Candela Capital,0.435495104962931,1884874,126816,151885,
Rici Linked Pam Advisors Fund,Link Ventures Advisors Fund ,0.8364865027368784,1462567,73320,286523,
Light Street Tungsten Onshore Fund,Light Street Tungsten Onshore Fund,0.0,1722956,65490,155215,4444.0
Ozi Fund Ii Liability,Stabilis Fund Ii,0.9681647424388834,1823288,89957,161553,
Fund Fg Wbe A Series Of Forge Investments,Fg Wbe A Series Of Forge Investments,0.18064197844694332,1775113,118229,284722,
Nsure,Nsi Ventures,0.8992387692910889,1767339,45155,297387,
Ares Val Invest Holdings I,Ares Val Invest Holdings I,1.4901161193847656e-08,1852764,108131,130074,2887.0
Texas Real Estate Fund I,Texas Real Estate Fund I,0.0,1889731,129964,304039,
Graham Absolute Return Trading,Graham Absolute Return Trading,0.0,1593406,35144,160925,31.0
Pact Capital Income Fund,L Capital Income Fund,0.713397619278007,1823166,109746,287901,
Helios Holdings Vi A Series Of Helios Holdings Master,Helios Holdings Vi A Series Of Helios Holdings Master,0.0,1812226,92439,306829,
Taulia,Paul,0.8011952896400648,1505178,86561,155462,146245.0
Sh Fund I A Series Of Dvc,Fl Fund I A Series Of Dvc,0.5660232035582144,1950936,172732,297291,
Bloom Credit,Bloom Tree Fund,0.862171267533256,1720741,65084,160957,4283.0
Fort Washington Private Equity Small Market Investors Ii,Fort Washington Private Equity Small Market Investors Ii,0.0,1898213,136263,107126,732.0
Bowmark Investment Partnership J,Bowmark Investment Partnership J,1.4901161193847656e-08,1831262,94280,160741,
Learnbolt,Canbol,0.8137291096455769,1723509,65492,317809,
Mo Fund I A Series Of Incisive Ventures,Ma Fund I A Series Of Incisive Ventures,0.42865416991095057,1873638,119681,315572,
Al Fund I A Series Of Latitud Ventures,Fund I A Series Of  Ventures,0.6894741943880949,1918520,151111,315660,
Bain Capital Partnership Strategies Offshore Fund,Bain Capital Partnership Strategies Fund,0.49311325497928743,1787382,57963,297457,
O Investment Partners Fund Iii A,O Investment Partners Fund Iii A,1.0536712127723509e-08,1820450,88208,291435,
Formplus,,1.0,1818926,90299,167212,3656.0
Somerset Outpatient Surgery,,1.0,1395142,119774,167212,3656.0
Byld Ventures I, Ventures I,0.9068782838440451,1938620,165162,318235,
Pathway Investment Fund,Pathway Investment Fund,0.0,1808918,80531,108016,74939.0
Paradigm Fund,Paradigm Fund,0.0,1758694,68221,299210,146683.0
Gcv Continental Partners,Continental Partners,0.6976556024166056,1917596,151203,109788,2668.0
Pro Compression Investment,Precision Investments,0.9026228645823277,1852905,107701,292364,142620.0
Vail Valley Holdings,So Sun Valley Holdings,0.6988609567851953,1827600,91994,171580,
Kri Multifamily Real Estate Fund I,Ep Multifamily Real Estate Fund,0.583337588558258,1826648,91760,111300,
Fi Fund Ii A Series Of Reinforced Ventures,Reinforcedv Fund Ii A Series Of Angellist Gp Funds I,0.8360483349733611,1836766,97592,298153,
Council Fund I,The Council Fund I,0.5956005943066661,1875131,120693,316045,
Crave Food Systems,Pe Systems Investors,0.8865668647785485,1662559,94363,283533,
Bc Partners Galileo ,Bc Partners Galileo ,0.0,1861706,112092,284927,
Tq Portalone I Spv,Tq Fund Ii Spv,0.7328100437097981,1882736,126950,163434,
Palisade Strategic Fund Cayman,Palisade Strategic Master Fund Cayman Limited,0.5759942759424878,1481751,72514,104581,11201.0
Monarch Mss Ga  Icf ,Monarch Mss Ga  Icf,0.17851803867404512,1873109,119381,122085,
Wellington Climate Market Neutral Fund,Wellington Climate Market Neutral Fund,0.0,1872968,119233,106595,784.0
Wyatt Investments,Wyatt Investments,0.0,1870226,119994,313439,
Fo Fund I A Series Of Delk Spv,Car Fund I A Series Of Vela Spv,0.8314499053784536,1945252,172251,309662,
Rp Jupiter Walnut,Walnut Brc,0.9660917367201577,1837567,98392,157167,4109.0
Gregg Lane Dev,,1.0,1848715,107052,167212,3656.0
Man Funds Xi Spc On Behalf Of For The Account Of Man Ahl Targetrisk X Sp,Man Funds Xi Spc Man Ahl Targetrisk X Sp,0.6958769894478696,1799166,70825,167882,5134.0
Sweet Leaf Madison Capital,Madison Park Capital,0.9763266180556479,1881230,124594,133536,1036.0
Cavu Resources,Ma Resources Fund ,0.8907274625305676,1461679,31956,106300,12052.0
Nhit: Global Corporate Trust,Nhit: Core Disciplined Alpha Trust,0.9002698040035969,1738883,67592,105377,12645.0
Ba Fund I A Series Of Day One Syndicate,Re Fund I A Series Of Mentors Fund Syndicate,0.7790279700444457,1873646,119689,316156,
Clo Gaingels Fund I A Series Of Angellist Gp Funds I,Ho Gaingels Fund I A Series Of Angellist Gp Funds I,0.2761953978463052,1885607,127181,298153,
Usrc Dialysis At Home West,,0.9999999999999997,1818889,86936,167212,3656.0
Westside Petwell,Westside Bark,0.9852619711897628,1816184,86430,291692,
Bench Walk C,Bench Walk C,0.0,1850022,111442,313945,
Thermogenesis Group,Thermodynamic Technologies Group,0.9442663884657718,1735846,92431,311053,
Pbwiki,,1.0,1393483,30736,167212,3656.0
Camino Minerals, Minerals Fund I,0.8144615550969821,1817660,87608,306561,
Megawatt Lithium Battery Metals,,1.0,1857497,109509,167212,3656.0
Yur,Yuati,0.7172690121954861,1873050,121496,318385,
Kora Holdings I D,Kora Holdings I D,0.0,1784075,53969,172534,5775.0
Flowtex Magnolia Joint Venture,Flex Ventures M,0.9539828472189555,1870929,120377,290069,
Thumb Technolgies,Janvest Technologies,0.980441485720007,1874258,120155,307760,
Sbb Research Group Investors Iv,Sbb Research Group Investors Iv,1.8250120749944284e-08,1581246,59069,161109,18906.0
Miof Ci Iii L P,Miof Ci Iii,0.5743263692624418,1844290,102624,288321,65188.0
Rmip Deep River Fund,,1.0,1822291,107576,167212,3656.0
Sbarro Holdings, Holdings,0.7944565693400902,1649468,107009,137388,2725.0
Invesco Core Real Estate Usa,Invesco Core Real Estate Usa,0.0,1305319,29746,105360,105.0
Ai Fund I A Series Of Comma Capital Funds,Comma Capital Fund I,0.7394499176674555,1931305,159266,319783,
Carmenta Opportunities  A,Carmenta Opportunities  A,0.0,1819149,86889,282026,
Mal Fund I A Series Of Founders First Fund,Mal Fund I A Series Of Founders First Fund,1.4901161193847656e-08,1851708,107360,315177,
Paraclete Energy,Saracen Energy,0.8498807469525035,1823691,90322,136435,7937.0
Mhg  Fund,Alitus Mhg Investors,0.8176235252121355,1951897,172645,298529,
Slate At Harvest Creek,Harvest Claro,0.9698924456970403,1869644,118509,130037,2633.0
S Capital Plc,S Capital,0.7132829829531728,1762354,88534,296465,
Kinnos,Kinnow Capital A,0.8478008774809548,1699797,77317,320833,
Pag Growth Ii,Pag Growth Ii,0.0,1837519,98557,161814,
Shopoff Fund Vii,,0.9999999999999999,1868103,116475,167212,3656.0
Longhorn Freedom Fund,Longhorn Freedom Fund,0.0,1910079,146584,319005,
Workshop Software, Software Fund,0.7619479320481548,1852712,107690,298029,
Gbe Bijou Sponsor,,1.0,1870710,117978,167212,3656.0
Upper Crusoe Equity Ii Spv,Upper Crusoe Equity Ii Spv,1.0536712127723509e-08,1827574,98315,304179,
Ggv Operator Fund,Ggv Capital V,0.8322277955919899,1868757,120764,288013,146092.0
Atlas Fund Series B,Atlas Fund,0.5999030430149629,1827072,92046,132845,
Oc  Offshore Fund,Oc  Offshore Fund,1.4901161193847656e-08,1836120,98343,131413,2974.0
Dtt Title,Dtr I,0.9553933306203012,1867413,117540,292915,
Entrust Global Activist Fund,Entrust Global Activist Fund,0.0,1580431,34808,107940,12422.0
Lgf Inquisitive Imagination,Lgf Inquisitive Imagination,1.4901161193847656e-08,1833010,100158,301031,
Wdg Gp Fund,Wdc Fund ,0.9183770243213072,1871880,118116,306299,104161.0
Petroteq Energy,Requisite Energy Fund I,0.9667926046537201,1561180,34221,283107,25152.0
Gv Rileys Pierce Park,,1.0,1878314,124389,167212,3656.0
Kindred Follow On I,Kindred Follow On I,1.4901161193847656e-08,1871927,118884,304948,
Peg Global Private Equity Ix,Peg Global Private Equity Ix,0.0,1798192,70330,107038,55.0
Quilt Holdco,Sci Holdco,0.871144443102893,1879128,123041,162064,
Wesvin Group,Piton Group,0.9460639797974988,1858980,110164,290957,
Mrep Platinum,Mrep Platinum,0.0,1827751,92236,137813,
Invesco Real Estate Income Trust,Invesco Real Estate Fund I,0.6685949780840028,1756761,88532,105360,105.0
Emerging Markets Equity Plus Fund,Emerging Markets Equity Plus Fund,1.4901161193847656e-08,1563388,66646,329,6441.0
Consolidated Machine Tool Holdings, Holdings,0.9103341781115596,1792815,63740,137388,2725.0
Torus Feeder ,Stratus Feeder,0.8713805995588866,1782607,53355,125780,2937.0
Becht Industrial Group,Investindustrial Growth,0.9377404257344223,1869464,118494,163406,
Osso Multifamily I,Merion Multifamily Fund,0.7428831170876633,1842500,118249,158507,
Coolidge On ,,0.9999999999999999,1882027,124903,167212,3656.0
Tree Of Life Operating,Trifera,0.9536638370987064,1928562,158541,169089,
Fission Ventures Fund ,Fission Ventures Fund ,0.0,1830189,93680,170562,
Artio Medical,Medical Credit Fund,0.9190613663301284,1595722,78934,299283,
Sg Parc  Partners, Partners,0.8493156340643737,1831242,94406,296322,
Durable Capital Offshore Fund, Capital Fund Offshore I,0.7242489540711629,1792075,63693,305398,
Information Analysis,Security Analysis Fund,0.9762389906584037,803578,101798,173282,
Backstage Capital Flex Fund,Flex Capital Fund I,0.7339587548291524,1819593,87454,299843,
Tencore Partners Offshore, Offshore Partners I,0.5638838410521163,1762915,68464,173444,
Vb Select European Opportunities Fund,Vb Select European Opportunities Fund,0.0,1779503,51687,136988,143251.0
Leaping Harts,,1.0,1816075,102479,167212,3656.0
Vance Ventures,Vast Ventures,0.734932863646866,1828321,92502,316553,
Ea Fund I A Series Of Prophetic Ventures International,Fund I A Series Of Position Ventures,0.893682215386758,1876738,121558,316779,
Inflection Resources,Inflection Mercury Fund,0.8328820710976915,1813191,83481,318165,
Global Impact Fund Sicav Raif Scsp,Global Impact Fund Sicav Raif Scsp,0.0,1837812,99234,110186,13338.0
Kimball Capital Partners,Kimball Capital Partners,0.0,1680304,94613,284902,
Grocerkey,,0.9999999999999999,1644086,96795,167212,3656.0
Nb Private Debt Fund Iv Canada Feeder,Nb Private Debt Fund Iv A,0.6348188000708004,1830453,93721,149822,7813.0
Prairie Capital Vii Qp,Prairie Capital Vii Qp,0.0,1850055,108592,155566,
Acp Aerospace Defense Fund,Acp Aerospace Defense Fund,1.8250120749944284e-08,1829997,93387,298029,
Pantheon Global Investment Opportunities Fund V Feeder Us,Pantheon Global Investment Opportunities Fund V Feeder Us,1.4901161193847656e-08,1831306,94748,105496,98.0
Aqr Gibraltar Offshore Fund,Aqr Gibraltar Offshore Intermediate Fund,0.48879217983535983,1584543,59788,111883,84.0
Neon Liberty Lorikeet Fund,Neon Liberty Lorikeet Master Fund,0.34446100141024705,1472015,58204,139186,5195.0
Blue Horizon Innovations Lc,Blue Star Innovation Partners,0.9058540713282494,1577654,119438,298964,
Kkr Global Infrastructure Investors Iv Usd Scsp,Kkr Global Infrastructure Investors Iv Usd Scsp,1.0536712127723509e-08,1862879,112307,144533,3089.0
Grinich Investments Ii I,Gri Investment,0.7414450482319446,1855016,108849,313396,
S T Reno Nv,,1.0,1931139,159205,167212,3656.0
Sur Fund I A Series Of Eo Angels Funds, Fund I A Series Of Angellist Funds,0.7632061259629982,1917887,150717,167700,
Carterra,Terra,0.8535342476673178,1541582,70217,111128,3811.0
Murray Cos,Church Murray Fund,0.9456795149038334,1899853,136559,284138,46829.0
Thorntree Capital Fund,Thorntree Capital Master Fund,0.4917973095981695,1681134,38428,283643,6169.0
Cnh Finance,Cnh Finance,0.0,1765259,89743,298273,
Exponent Founders Capital I,Exponent Founders Capital I,1.4901161193847656e-08,1884287,132186,322180,
Rektglobal,Fundglobal,0.958349825486525,1831158,95182,300597,
Alpha Meridian Capital Partners,Alpha Venture Capital Partners,0.7498402951729236,1681634,98138,138848,
