,form_d_fund_id,cik_no_fund,fund,form_adv_fund_id,crd_no_fund,matched_fund,fund_confidence,form_adv_firm_id,crd_no_firm,matched_firm,firm_confidence,related_partners,direct_owners_firm,owners_firm_ratio,direct_owners_fund,owners_fund_ratio
623,22940,1100779,Millennium Prime,2882.0,158117,Millennium Partners,0.608,2882.0,158117,Millennium Management,0.61,Mark Corrao,Meskin Mark Israel,0.483,Meskin Mark Israel,0.483
624,24283,1408351,Cardinal Energy Group,9642.0,154302,Cardinal Energy ,0.608,,158739,Cardinal Hill Energy Partners,0.767,Roger Gray,,0.0,Vogel Carla Pilar,0.444
625,24283,1408351,Cardinal Energy Group,9642.0,154302,Cardinal Energy ,0.608,,158739,Cardinal Hill Energy Partners,0.767,Dan Troendly,,0.0,Sanchez Jerald,0.385
626,24283,1408351,Cardinal Energy Group,9642.0,154302,Cardinal Energy ,0.608,,158739,Cardinal Hill Energy Partners,0.767,Rashmi Yajnik,,0.0,Ravvin Michael,0.37
627,24283,1408351,Cardinal Energy Group,9642.0,154302,Cardinal Energy ,0.608,,158739,Cardinal Hill Energy Partners,0.767,John May,,0.0,Ravvin Michael,0.364
628,24283,1408351,Cardinal Energy Group,9642.0,154302,Cardinal Energy ,0.608,,158739,Cardinal Hill Energy Partners,0.767,Terrence Dunne,,0.0,Sanchez Jerald,0.357
629,24283,1408351,Cardinal Energy Group,9642.0,154302,Cardinal Energy ,0.608,,158739,Cardinal Hill Energy Partners,0.767,Timothy Crawford,,0.0,Thomas Robert Blair,0.4
630,24283,1408351,Cardinal Energy Group,9642.0,154302,Cardinal Energy ,0.608,,158739,Cardinal Hill Energy Partners,0.767,Gregory Ruff,,0.0,Vitale Robert Louis,0.323
631,33202,1521518,A Global Diversified Strategies Fund,9928.0,108654,Global Diversified Fund,0.613,,292000,Diversified Global Investment Strategies,0.595,William Walmsley,Pierini Donald Louis,0.333,Rowland Thomas William,0.368
632,33202,1521518,A Global Diversified Strategies Fund,9928.0,108654,Global Diversified Fund,0.613,,292000,Diversified Global Investment Strategies,0.595,Cassandra Powell,Pierini Donald Louis,0.222,Basso Ivaldo Modesto,0.444
633,33202,1521518,A Global Diversified Strategies Fund,9928.0,108654,Global Diversified Fund,0.613,,292000,Diversified Global Investment Strategies,0.595,N A Ubs Hedge Fund Solutions,Pierini Donald Louis,0.375,Pearson Scott Wilson,0.375
634,33202,1521518,A Global Diversified Strategies Fund,9928.0,108654,Global Diversified Fund,0.613,,292000,Diversified Global Investment Strategies,0.595,William Ferri,Pierini Donald Louis,0.303,Rowland Thomas William,0.4
635,24467,1434110,Propell Technologies Group,,311053,Air Technologies Group,0.613,,110899,Alpha Technologies Group,0.706,Daniel Steffens,,0.0,Osorio Abel S,0.357
636,24467,1434110,Propell Technologies Group,,311053,Air Technologies Group,0.613,,110899,Alpha Technologies Group,0.706,John Zotos,,0.0,Koffman Ilya,0.273
637,24467,1434110,Propell Technologies Group,,311053,Air Technologies Group,0.613,,110899,Alpha Technologies Group,0.706,Mark Kalow,,0.0,Koffman Ilya,0.273
638,24467,1434110,Propell Technologies Group,,311053,Air Technologies Group,0.613,,110899,Alpha Technologies Group,0.706,John Huemoeller,,0.0,Koffman Ilya,0.296
639,24467,1434110,Propell Technologies Group,,311053,Air Technologies Group,0.613,,110899,Alpha Technologies Group,0.706,James Fuller,,0.0,Koffman Ilya,0.25
640,30584,1381811,Drake Capital Offshore Partners,,136716,Drake Capital Partners,0.619,,113184,Contrarian Capital Offshore Management,0.814,Drake Capital Advisors,,0.0,Lai Cathy Shumei,0.368
641,24854,1531230,Hartford Alternative Strategies Fund,32897.0,130819,Core Alternative Strategies Fund,0.628,13303.0,108277,Fursa Alternative Strategies,0.735,Lynn Birdsong,,0.0,Lerner Ccp Holdings,0.375
642,24854,1531230,Hartford Alternative Strategies Fund,32897.0,130819,Core Alternative Strategies Fund,0.628,13303.0,108277,Fursa Alternative Strategies,0.735,Duane Hill,,0.0,Lerner Ccp Holdings,0.345
643,24854,1531230,Hartford Alternative Strategies Fund,32897.0,130819,Core Alternative Strategies Fund,0.628,13303.0,108277,Fursa Alternative Strategies,0.735,Edward Macdonald,,0.0,Maguire John Paul,0.424
644,24854,1531230,Hartford Alternative Strategies Fund,32897.0,130819,Core Alternative Strategies Fund,0.628,13303.0,108277,Fursa Alternative Strategies,0.735,Sandra Jaffee,,0.0,Stuart Tracy Karen,0.452
645,24854,1531230,Hartford Alternative Strategies Fund,32897.0,130819,Core Alternative Strategies Fund,0.628,13303.0,108277,Fursa Alternative Strategies,0.735,N A Hartford Funds Management Company,,0.0,Friedman Daniel Evan,0.351
646,24854,1531230,Hartford Alternative Strategies Fund,32897.0,130819,Core Alternative Strategies Fund,0.628,13303.0,108277,Fursa Alternative Strategies,0.735,Lowndes Smith,,0.0,Lerner Ccp Holdings,0.312
647,24854,1531230,Hartford Alternative Strategies Fund,32897.0,130819,Core Alternative Strategies Fund,0.628,13303.0,108277,Fursa Alternative Strategies,0.735,Robert Gavin,,0.0,Bergstrom Craig Gary,0.375
648,24854,1531230,Hartford Alternative Strategies Fund,32897.0,130819,Core Alternative Strategies Fund,0.628,13303.0,108277,Fursa Alternative Strategies,0.735,James Davey,,0.0,Spadaccini Thomas Darryl,0.4
649,24854,1531230,Hartford Alternative Strategies Fund,32897.0,130819,Core Alternative Strategies Fund,0.628,13303.0,108277,Fursa Alternative Strategies,0.735,Phillip Peterson,,0.0,Corbin Capital Partners Group,0.4
650,24854,1531230,Hartford Alternative Strategies Fund,32897.0,130819,Core Alternative Strategies Fund,0.628,13303.0,108277,Fursa Alternative Strategies,0.735,William Johnston,,0.0,Anselmo Anthony James,0.378
651,24854,1531230,Hartford Alternative Strategies Fund,32897.0,130819,Core Alternative Strategies Fund,0.628,13303.0,108277,Fursa Alternative Strategies,0.735,Lemma Senbet,,0.0,Carlino Steven,0.385
652,21812,890821,Ameri Holdings,2725.0,137388, Holdings,0.631,,163024,Meritage Holdings,0.692,David Luci,Solomon David Lyle,0.5,Carlson Richard Erik,0.333
653,21812,890821,Ameri Holdings,2725.0,137388, Holdings,0.631,,163024,Meritage Holdings,0.692,Dimitrios Angelis,Millennial Holdings,0.333,Ciccarone John Anthony,0.308
654,21812,890821,Ameri Holdings,2725.0,137388, Holdings,0.631,,163024,Meritage Holdings,0.692,Robert Shawah,Beller Laura Irene,0.323,Ciccarone John Anthony,0.286
655,21812,890821,Ameri Holdings,2725.0,137388, Holdings,0.631,,163024,Meritage Holdings,0.692,Jeffrey Eberwein,Tankersley George Jackson,0.439,Becker Jeffrey S,0.5
656,21812,890821,Ameri Holdings,2725.0,137388, Holdings,0.631,,163024,Meritage Holdings,0.692,Brent Kelton,Beller Laura Irene,0.333,Ciccarone John Anthony,0.412
657,21812,890821,Ameri Holdings,2725.0,137388, Holdings,0.631,,163024,Meritage Holdings,0.692,Venkatraman Balakrishnan,Beller Laura Irene,0.333,Sherman Kristina D,0.524
658,21812,890821,Ameri Holdings,2725.0,137388, Holdings,0.631,,163024,Meritage Holdings,0.692,Srinidhi Devanur,Solomon David Lyle,0.353,Sherman Kristina D,0.412
659,21812,890821,Ameri Holdings,2725.0,137388, Holdings,0.631,,163024,Meritage Holdings,0.692,Robert Pearse,Beller Laura Irene,0.387,Becker Jeffrey S,0.414
660,21812,890821,Ameri Holdings,2725.0,137388, Holdings,0.631,,163024,Meritage Holdings,0.692,Viraj Patel,Beller Laura Irene,0.276,Sherman Kristina D,0.276
661,21812,890821,Ameri Holdings,2725.0,137388, Holdings,0.631,,163024,Meritage Holdings,0.692,James Shad,Tankersley George Jackson,0.286,Carlson Richard Erik,0.4
662,24598,1460329,Idi,,161594,Id Fund,0.632,,310884,Idinvest Partners,0.819,James Reilly,Guyonnet Sylviane Dany Patricia,0.186,Peng Philip,0.348
663,24598,1460329,Idi,,161594,Id Fund,0.632,,310884,Idinvest Partners,0.819,Robert Fried,Guyonnet Sylviane Dany Patricia,0.279,Id Softcapital Bvi Incorporated,0.279
664,24598,1460329,Idi,,161594,Id Fund,0.632,,310884,Idinvest Partners,0.819,Derek Dubner,Guyonnet Sylviane Dany Patricia,0.279,Lai Ted Teh Tsung,0.345
665,24598,1460329,Idi,,161594,Id Fund,0.632,,310884,Idinvest Partners,0.819,Robert Swayman,Guyonnet Sylviane Dany Patricia,0.356,Chwang Ronald,0.222
666,24598,1460329,Idi,,161594,Id Fund,0.632,,310884,Idinvest Partners,0.819,Michael Brauser,Guyonnet Sylviane Dany Patricia,0.261,Id Softcapital Bvi Incorporated,0.348
667,24598,1460329,Idi,,161594,Id Fund,0.632,,310884,Idinvest Partners,0.819,Peter Benz,Guyonnet Sylviane Dany Patricia,0.244,Lai Ted Teh Tsung,0.296
668,24598,1460329,Idi,,161594,Id Fund,0.632,,310884,Idinvest Partners,0.819,Daniel Brauser,Guyonnet Sylviane Dany Patricia,0.267,Id Softcapital Bvi Incorporated,0.356
669,24598,1460329,Idi,,161594,Id Fund,0.632,,310884,Idinvest Partners,0.819,Aaron Solomon,Guyonnet Sylviane Dany Patricia,0.273,Chwang Ronald,0.385
670,24598,1460329,Idi,,161594,Id Fund,0.632,,310884,Idinvest Partners,0.819,Steven Rubin,Guyonnet Sylviane Dany Patricia,0.279,Peng Philip,0.348
671,23473,1172631,Solard,3373.0,144155,Sola,0.634,,314401,Solaris Management,0.898,James Nelson,Toya Hiroaki,0.25,Yeager Gordon,0.4
672,23473,1172631,Solard,3373.0,144155,Sola,0.634,,314401,Solaris Management,0.898,Roland Bryan,Toya Hiroaki,0.417,Yeager Gordon,0.32
673,23473,1172631,Solard,3373.0,144155,Sola,0.634,,314401,Solaris Management,0.898,Mark Richardson,Toya Hiroaki,0.37,Chase Richard Dennis,0.571
674,24568,1451512,Terra Tech,3811.0,111128,Terra,0.636,,320643,Terra Wealth,0.828,Michael James,Terra Wealth,0.24,Mitchell Heather Ann,0.545
675,24568,1451512,Terra Tech,3811.0,111128,Terra,0.636,,320643,Terra Wealth,0.828,Amy Almsteier,Terra Wealth,0.24,Finn Christopher,0.345
676,24568,1451512,Terra Tech,3811.0,111128,Terra,0.636,,320643,Terra Wealth,0.828,Ken Vande Vrede,Terra Wealth,0.296,Rubenstein David Mark,0.389
677,24568,1451512,Terra Tech,3811.0,111128,Terra,0.636,,320643,Terra Wealth,0.828,Steve Vande Vrede,Terra Wealth,0.276,Rubenstein David Mark,0.368
678,24568,1451512,Terra Tech,3811.0,111128,Terra,0.636,,320643,Terra Wealth,0.828,Michael Nahass,Terra Wealth,0.308,Mitchell Heather Ann,0.529
679,24568,1451512,Terra Tech,3811.0,111128,Terra,0.636,,320643,Terra Wealth,0.828,Derek Peterson,Terra Wealth,0.385,Clare Peter John,0.667
680,24568,1451512,Terra Tech,3811.0,111128,Terra,0.636,,320643,Terra Wealth,0.828,Mike Vande Vrede,Terra Wealth,0.286,Ziobro Catherine Laboure,0.4
681,24568,1451512,Terra Tech,3811.0,111128,Terra,0.636,,320643,Terra Wealth,0.828,Steven Ross,Leonard Phillip Scott,0.25,Lee Kewsong,0.364
682,354,1470876,Freestone Capital Holdings,,148944,Freestone Holdings Series I,0.637,,160848,Fr Capital Holdings,0.558,Erik Morgan,Fr Capital Holdings,0.333,Smith Gregory David,0.333
683,354,1470876,Freestone Capital Holdings,,148944,Freestone Holdings Series I,0.637,,160848,Fr Capital Holdings,0.558,Brian Klein,Fr Capital Holdings,0.467,Babson Capital Management,0.389
684,354,1470876,Freestone Capital Holdings,,148944,Freestone Holdings Series I,0.637,,160848,Fr Capital Holdings,0.558,Scott Svenson,Kopelman Rena Marcy,0.25,Saul Robert S,0.385
685,354,1470876,Freestone Capital Holdings,,148944,Freestone Holdings Series I,0.637,,160848,Fr Capital Holdings,0.558,Carl Chang,Fr Capital Holdings,0.414,Babson Capital Management,0.4
686,354,1470876,Freestone Capital Holdings,,148944,Freestone Holdings Series I,0.637,,160848,Fr Capital Holdings,0.558,Gary Furukawa,Kopelman Joshua Marc,0.303,Smith Gregory David,0.312
687,28923,1174003,Keystone Mobile Partners,,291254,Keystone Partners,0.637,,153147,Keystone Global Partners,0.731,Keystone Abg,Carr James Peyton,0.345,Klump Michael Anthony,0.303
688,31271,1428544,Herbst Capital Management,6535.0,161111, Capital Management,0.637,,310399,Herbert Capital Management,0.672,Herbst Capital Partners,Herbert Zachary Paul,0.512,Point Capital Advisors,0.533
689,31271,1428544,Herbst Capital Management,6535.0,161111, Capital Management,0.637,,310399,Herbert Capital Management,0.672,Marcel Herbst,Herbert Zachary Paul,0.303,Tortorella Vincent Nmn,0.343
690,29122,1213586,P Balanced Fund,,163176,Balanced Fund,0.641,,111730,P A Fund Management,0.901,N A Pa Capital Advisors,Alexander David Edward,0.356,Newman Laura Yvonne,0.381
691,29122,1213586,P Balanced Fund,,163176,Balanced Fund,0.641,,111730,P A Fund Management,0.901,Anthony Peyser,Peyser Anthony Christopher,0.55,Anderson Dickson Brown,0.389
692,29122,1213586,P Balanced Fund,,163176,Balanced Fund,0.641,,111730,P A Fund Management,0.901,David Alexander,Alexander David Edward,0.486,Mccrindle Brian,0.4
693,24916,1557340,Optec International,2330.0,121942,International I,0.642,,111516,Intervest International,0.846,Peter Sollenne,Hindman Edward Allan,0.294,Kotler Harold Gilbert,0.457
694,23742,1308569,Universal Capital Management,6535.0,161111, Capital Management,0.648,,300680,Universal Capital Wealth Management,0.451,Michael Queen,Dermenjian Hovsep Ohannes,0.263,Cohen Steven Alan,0.4
695,23742,1308569,Universal Capital Management,6535.0,161111, Capital Management,0.648,,300680,Universal Capital Wealth Management,0.451,Ivory Sully,Dermenjian Hovsep Ohannes,0.111,Haynes Douglas Dale,0.333
696,23742,1308569,Universal Capital Management,6535.0,161111, Capital Management,0.648,,300680,Universal Capital Wealth Management,0.451,Wesley Chandler,Dermenjian Hovsep Ohannes,0.4,Haynes Douglas Dale,0.412
697,23742,1308569,Universal Capital Management,6535.0,161111, Capital Management,0.648,,300680,Universal Capital Wealth Management,0.451,Richard Smith,Dermenjian Hovsep Ohannes,0.211,Cohen Steven Alan,0.267
698,23742,1308569,Universal Capital Management,6535.0,161111, Capital Management,0.648,,300680,Universal Capital Wealth Management,0.451,Thomas Marino,Dermenjian Hovsep Ohannes,0.316,Tortorella Vincent Nmn,0.343
699,29815,1314143,Dalton Greater China Us Feeder Fund,142259.0,308609,Dalton Greater China Master Fund,0.651,,108401,S,1.0,China Gp,Sherman Mark Douglas,0.286,Combs Frank Gifford,0.296
700,29815,1314143,Dalton Greater China Us Feeder Fund,142259.0,308609,Dalton Greater China Master Fund,0.651,,108401,S,1.0,Dalton Investments,Sherman Mark Douglas,0.211,Dalton Opportunity Zone Fund,0.478
701,29815,1314143,Dalton Greater China Us Feeder Fund,142259.0,308609,Dalton Greater China Master Fund,0.651,,108401,S,1.0,James Rosenwald Iii,Sherman Mark Douglas,0.205,Rosenwald James Benno,0.5
702,28352,1091540,Heritage Hedged Equity Fund L P,3238.0,122258,Hedged Equity,0.654,,291647,Heritage Equity Management,0.833,J Robinson,Mancuso Gregory Jon,0.276,Abbiati Antony James,0.333
703,28352,1091540,Heritage Hedged Equity Fund L P,3238.0,122258,Hedged Equity,0.654,,291647,Heritage Equity Management,0.833,Kurt Voldeng,Mancuso Gregory Jon,0.323,Burley Alice Duncan,0.387
704,30420,1369604,Brenner West Capital Qualified Partners,208.0,138541,Brenner West Capital Partners,0.657,208.0,138541,Brenner West Capital Partners,0.739,Craig Nerenberg,Nerenberg Craig Brenner,0.579,Nerenberg Craig Brenner,0.579
705,30420,1369604,Brenner West Capital Qualified Partners,208.0,138541,Brenner West Capital Partners,0.657,208.0,138541,Brenner West Capital Partners,0.739,Brenner West Capital Investors,Nerenberg Craig Brenner,0.491,Nerenberg Craig Brenner,0.491
706,30420,1369604,Brenner West Capital Qualified Partners,208.0,138541,Brenner West Capital Partners,0.657,208.0,138541,Brenner West Capital Partners,0.739,Joshua Kaufman,Kaufman Joshua Wes,0.438,Kaufman Joshua Wes,0.438
707,29694,1300825,Empyrean Capital Fund,2731.0,138978,Empyrean Capital Overseas Master Fund,0.658,,298546,Empyre Capital Management,0.63,Empyrean Associates,Takuri Management Limited,0.318,Empyrean Capital,0.629
708,29694,1300825,Empyrean Capital Fund,2731.0,138978,Empyrean Capital Overseas Master Fund,0.658,,298546,Empyre Capital Management,0.63,Amos Meron,Fawcett Simon,0.261,Meron Amos,0.5
709,29694,1300825,Empyrean Capital Fund,2731.0,138978,Empyrean Capital Overseas Master Fund,0.658,,298546,Empyre Capital Management,0.63,Empyrean Capital Partners Lp,Takuri Management Limited,0.302,Empyrean Capital,0.727
710,22683,1085254,Hii Technologies,,307760,Janvest Technologies,0.659,,284678,Income Technologies,0.677,Leo Womack,Walker Bradley David,0.2,Rosenzweig Brian Howard,0.242
711,22683,1085254,Hii Technologies,,307760,Janvest Technologies,0.659,,284678,Income Technologies,0.677,Kenton Chickering,Strub Benjamin,0.323,Frankenstein Daniel Hans,0.39
712,22683,1085254,Hii Technologies,,307760,Janvest Technologies,0.659,,284678,Income Technologies,0.677,Thomas Newton,Phillips Vincent Joseph,0.333,Rosenzweig Brian Howard,0.278
713,22683,1085254,Hii Technologies,,307760,Janvest Technologies,0.659,,284678,Income Technologies,0.677,Matthew Flemming,Strub Benjamin,0.4,Frankenstein Daniel Hans,0.3
714,22683,1085254,Hii Technologies,,307760,Janvest Technologies,0.659,,284678,Income Technologies,0.677,Brent Mulliniks,Strub Benjamin,0.345,Frankenstein Daniel Hans,0.41
715,34491,1571340,Kayak Investment Partners Offshore Fund,6239.0,166116,Kayak Investment Partners Master Fund,0.661,6239.0,166116,Kayak Investment Partners,0.767,Ivana Faltysova,Hazan Claude Walter,0.412,Hazan Claude Walter,0.412
716,34491,1571340,Kayak Investment Partners Offshore Fund,6239.0,166116,Kayak Investment Partners Master Fund,0.661,6239.0,166116,Kayak Investment Partners,0.767,John Dagostino,Smith Daryl Ogden,0.387,Smith Daryl Ogden,0.387
717,34491,1571340,Kayak Investment Partners Offshore Fund,6239.0,166116,Kayak Investment Partners Master Fund,0.661,6239.0,166116,Kayak Investment Partners,0.767,Claude Hazan,Hazan Claude Walter,0.516,Hazan Claude Walter,0.516
718,22641,1083446,Apollo Medical Holdings,11332.0,143158,Apollo Parallel Holdings,0.668,,163024,Meritage Holdings,0.796,Mitchell Creem,Beller Laura Irene,0.438,Michel Cindy Zee,0.667
719,22641,1083446,Apollo Medical Holdings,11332.0,143158,Apollo Parallel Holdings,0.668,,163024,Meritage Holdings,0.796,David Schmidt,Solomon David Lyle,0.387,Black Leon David,0.345
720,22641,1083446,Apollo Medical Holdings,11332.0,143158,Apollo Parallel Holdings,0.668,,163024,Meritage Holdings,0.796,Gary Augusta,Tankersley George Jackson,0.324,Civale Anthony Mark,0.323
721,22641,1083446,Apollo Medical Holdings,11332.0,143158,Apollo Parallel Holdings,0.668,,163024,Meritage Holdings,0.796,Warren Hosseinion,Millennial Holdings,0.389,Harris Joshua Jordan,0.432
722,22641,1083446,Apollo Medical Holdings,11332.0,143158,Apollo Parallel Holdings,0.668,,163024,Meritage Holdings,0.796,Suresh Nihalani,Beller Laura Irene,0.303,Harris Joshua Jordan,0.4
723,22641,1083446,Apollo Medical Holdings,11332.0,143158,Apollo Parallel Holdings,0.668,,163024,Meritage Holdings,0.796,Mark Meyers,Tankersley George Jackson,0.389,Rowan Marc Jeffrey,0.414
724,22641,1083446,Apollo Medical Holdings,11332.0,143158,Apollo Parallel Holdings,0.668,,163024,Meritage Holdings,0.796,Ted Schreck,Tankersley George Jackson,0.389,Civale Anthony Mark,0.333
725,188,1673704,Katonah Capital Partners,,144882,Katana Capital Partners,0.673,,299562,Kahu Capital Partners,0.717,Katonah Capital Partners Management,Treasure Island Management,0.525,Songhurst Charles Maximillian,0.438
